,rating,employee_type,review,pros,cons,date,job title
1420,4.0,"Former Employee, more than 1 year",Great place,Lots of advancement opportunities. And great benefits,Long hours and low salary,2021-02-23, Technician
1421,5.0,"Former Employee, less than 1 year",Great Company,Amazing company. Great benefits. Awesome training program,I worked in a call center so of course it was tedious.,2021-02-12, Anonymous Employee
1422,4.0,"Current Employee, more than 3 years",General,"Good stock plans
Good salary
Good work environment",Internal politics across team is high,2021-02-25, Software Engineer III
1423,4.0,"Current Employee, more than 1 year",working at comcast,Work-life balance is really good,Middle management can be weak,2021-02-25, Software Engineer
1424,3.0,"Former Employee, more than 1 year",Good company hard to advance,"Benefits, pay, free cable and tuition","Culture, lack of training, pay and gossiping coworkers",2021-05-03, Credit and Collections Analyst
1425,5.0,"Former Employee, more than 1 year",Good job,"Good environment, good pay, flexible environment, good culture",I dint have any cons,2021-02-14, Mdu Sales Representative
1426,5.0,Former Employee,GREAT PLACE TO WORK,GOOD JOB and learnt a lot,NO CONS . Happy to work here,2021-02-17, Senior Consultant
1427,5.0,Current Employee,Cool,Nice nice nice nice nice,Boring boring boring boring boring,2021-02-25, CPS
1428,1.0,"Current Employee, more than 1 year",Decent,"Good money
The scheduling is comparable to most jobs",Leadership needs could be better,2021-06-07, Sales Associate
1429,4.0,"Former Employee, more than 5 years",Technical,Great place to work even in tough times.,Downsizing was my only issue for cons,2021-02-10, Technical Lead
1430,4.0,"Current Employee, more than 1 year","Another Telco, but cable",Benefits are second to none,Legacy processes get in the way of production,2021-01-17, Strategic Enterprise Account Executive
1431,5.0,"Current Employee, more than 5 years",I love working for Comcast,Great growth and opportunity are endless,no cons I have experienced,2021-02-19, Project Manager
1432,5.0,"Former Employee, more than 3 years",Good Job for someone with no Degree,"Good growth,  benefits and free training","Pay is not the best
inflexible work schedule",2021-02-11, Comm Tech III
1433,5.0,Current Employee,Great company to work for,"Large scale, lots of collaboration, pay and benefits are goods",A lot of large company friction,2021-02-12, Senior Product Manager
1434,3.0,Former Employee,Good benefits,"Pay, benefits, company culture, advancement opportunities.",Unnecessary competition and lack of communication.,2021-05-09, Senior Designer II
1435,3.0,Current Employee,changed a lot,"Employee surveys, free universal studios tickets",focus more on business than employees. High turn around rate.,2021-04-12, Retail Sales Professional
1436,3.0,"Current Employee, more than 3 years","Suitable, but fake.","Decent Pay, good benefits, lots of pto.","Poor Culture, endless voluntold overtime.",2021-04-08, Advanced Services Technician
1437,4.0,"Current Employee, more than 3 years",Good,Ability to move up quickly,Will not right size comp for quick promotions,2021-02-22," Manager, Financial Planning and Analysis"
1438,3.0,Current Employee,Ok for what it is,Good benefits including free cable,Low pay even for top performers,2021-05-05, Business Sales Representative
1439,5.0,Current Employee,Great Company,Diversity and inclusion along with the many volunteer outreach programs,There are no cons so far!,2021-02-15, Software Engineer
1440,3.0,"Current Employee, more than 5 years",Decline,"Benefits
Somewhat decent pay depending on where you are coming from
Good opportunities IF you know the right people","Arbitrarily changes to your schedule are a constant
Parts of the company are union, parts are not. I would prefer all union
Way too much office politics
If you don't know the right people its hard to move from position to another",2021-03-16, Engineer
1441,5.0,"Current Employee, more than 3 years",great company.  awesome position with great opportunity to move up,"ample pay, lower positions are a good place to start. lots of room to grow a culture based around tpersonal growth, work from home. all in all a great company, fantastic benefits. management works hard to make sure we all understand they're also part of the same well oiled machine. really everything about this company is fantastic, - free cable","starter pay (while ample) could def be better beyond that, nothing else",2020-10-28, TCOE Agent
1442,2.0,Former Employee,Great Pay,The pay was definitely good with good benefits,the old system that is used for repairs is outdated and hard to understand,2021-04-12, Technical Support
1443,2.0,"Former Employee, less than 1 year",Na,No work life balance .,Work life balance. Family movement .,2021-05-10, Sales
1444,4.0,"Former Employee, less than 1 year",Overall a great time,Amazing team and management! It’s what makes work fun,Sometimes there would be days where I didn’t have any work and days where I was flooded with a ton,2021-01-26, Talent Intern
1445,5.0,"Former Employee, more than 10 years",Awesome Company,"Benefits, Salary is competitive with other companies",Strict Company Policy if abuse the system,2021-02-09, Senior Training Specialist
1446,5.0,"Current Employee, more than 1 year",Great company,"Great benefits, coworkers and leaders",I can’t think of any,2021-02-21, Financial Analyst
1447,4.0,Current Employee,N/A,Good company to work for,hard to advance in the company,2021-02-23, Senior Intelligence Analyst
1448,4.0,"Current Employee, more than 3 years",great benefits,great benefits and leadership opportunities,"stuffy work atmosphere, very corporate and hard to form genuine relationships at woke",2021-02-11, PR Specialist II
1449,5.0,Current Employee,Great company,Great benefits and free cable,Work from home isn’t for everyone,2021-02-20, Customer Experience Professional
1450,1.0,Former Employee,Just another number,Some good co workers but for the most part all the pros they had were taken away because caring about your employees cost to much,A greed filled company where the lower employees are worked and they don't care about you at all or compensate you enough for the mental and verbal abuse you deal with from customers on a daily basis. Every year your pay gets lower instead of higher and they lie there this no room for growth because they hardly promote from with in.,2021-03-14, Customer Account Executive
1451,5.0,Current Employee,Great Company,Awesome benefits & good work/life balance,"Conflicting priorities between departments, causes alignment issues",2021-02-17, Anonymous Employee
1452,5.0,Current Employee,Great place to work,"Benefits, great work environments, and wonderful leaders",If you started in the front line and get promoted you will be making less money than leaders hired off the street with no experience in the company. Not unusual to have a leader getting wage adjustments (NOT merit) annually because their pay is way below market level as they have been promoted up through the ranks.,2020-11-26," Senior Director, Policy"
1453,3.0,"Former Employee, more than 10 years",Review,"benefits, co-workers, enjoyed working there",work life balance was not there,2021-05-03, Human Resources Director
1454,5.0,Former Employee,N/A,Good company to work for,has some issues when it comes to managment,2021-02-18, Team Member
1455,5.0,Current Employee,Takes care of employees,"good pay 
good benefits
good environment","large company
bureaucracy
not the most popular company to outsiders... Not everyone at Comcast is a cable tech.",2021-02-03, Systems Engineer
1456,1.0,"Former Employee, less than 1 year",Cold Calls,None that I can think of,Making non-stop calls all day,2021-06-09, Tele Sales Executive
1457,4.0,"Current Employee, more than 3 years",Great people stressful at times,Great benefits and can be decent pay,Can be micromanaging at times,2021-02-15, Inbound Sales Representative
1458,5.0,Former Employee,Great benefits,the benefits. complimentary services.. pay.. insurance.,My entire sales channel was furloughed during the pandemic and then the channel itself was dropped,2021-02-04, Direct Sales
1459,4.0,"Former Employee, more than 3 years",Sales,"Great benefits, flexibility, and good direct leadership",Positions of growth always filled by outside hires,2021-02-11, Community Account Representative
1460,3.0,"Current Employee, more than 3 years",Great pay and environment!,Awesome pay one of the best is the area and an awesome environment,Some of the supervisors are rude and could care less about you but most are great!,2021-04-01, Comcast CAE1
1461,5.0,Former Employee,Great place to work!,Career development opportunities and gives back to the community.,Region not receptive to remote work prior to COVID.,2021-02-05, Marketing Director
1462,2.0,"Former Employee, less than 1 year","""Rotating Cubicle Job"" with VERY small chance of career advancement in a fear driven Monopoly Company","- You can end up with a great group of people in your team (10-20 people group / cubicles), but then a month later be transferred to a different one. 
- Great health care, discounts from different companies (Ford, Jaguar some Cells phone providers and more)
- Some fun activities takes place like ""shooting hoops"" (in the cafeteria) for some prizes, these activities just a simple suggestion in HR books for releasing stress, and they don't care about it at all, plus they only allow it for you own your 30min lunch.
- If your weekly / monthly results a great & beats others, you get little gifts (cups, scarfs, t-shirts etc) closer parking spot for a week (the sad old big corp ""make you feel better"" tactics)","- Absolutely HORRIBLE Software / Tools to work and help customers. You have to start 5 different programs, 4-6 different tabs when you come in. Even the PC's struggle to run it all. It's so bad, we wrote BAT file our selves! This way you don't sit there for 10min before everything ready or like very often happens, you forget to open one of them & realize only when talking to a customers which takes another few minutes. I was blown away how such size ""monopoly"" company can have software older than some of its employees using it. Never seen anything like it, you would think they invest money to fix it, this way calls would shorten by 30%, fewer customers in Q or even better save $ since you would need fewer employees.
- You get 30min for lunch just like another 50 people. If you bring something that needs use of microwave forget about it, 3 microwaves for such head count will take 35min before you sit down with your meal. 1min late & system flags you. There is option to order food from outside food cook who runs little sandwich / cheesecake / salad business in the lunchroom with crazy prices. So get used to wending machine or will end up eating while at your desk like most.
- Some Tech Support team supervisors have ABSOLUTELY no IT experience, it was jaw dropping at first, but later you get used to stuffing like that.
- You are a number, NOTHING more. Which is very expect able from such company in size facility. It's like conveyor belt, one training class hits the floor next day you see new class forming and cycle repeats non-stop. It's due to very small % staying for longer then 6 months. Some people come with hopes without knowing how such companies operate. They don't care about you personally (which is perfectly normal) and after seeing how everything works you won't care about them, you are a number to them, and they are a paycheck to you. Most people get better offers while there and quit, others get let go due to low results. It's business.
- Management / Supervisors usually more scared then cubicle people. They know their success depends on their team (too bad team don't realize that) and due to lack of knowledge of the IT itself, the most they lack is leadership, people skills. So they end up sitting and praying for team to pass the metrics so the bigger guy won't come to have a conversation. 
- Apart just a gray cubicle desk job the whole feel of the surroundings is horrible, the tension so high, you can literally see the fear in peoples eyes which blown me away. The fake smiles (for 0.5 second) from upper management, the HR's question ""how are you"" which never follows with name since they have no idea is just a recipe 8 hours of horrible time for employees who already not making much in those gray cubicles...",2021-01-16, Tech Support Representative
1463,4.0,Former Employee,Great Place,Nice people; learn a lot; great pay/benefits,Work never ends and worked many late nights to keep up,2021-02-09, Finance Manager
1464,5.0,"Current Employee, more than 1 year",Amazing Company to work for,"Salary, Benefits, Inclusion, Opportunity, Plenty of time off",I honestly don't have any cons,2021-02-10, Project Manager II
1465,2.0,"Current Employee, more than 3 years",Low pay and politics,"Work alone, take home vehicle",Low pay and everything is political,2021-05-04, Technician
1466,5.0,"Current Employee, more than 3 years",Review,"Great pay/Great Co Workers
Company van Free Cable","Not enough OT/Cold Days
Hot days",2021-02-17, Installation Technician
1467,5.0,"Former Employee, more than 1 year",Good Employer,they set the schedule in advance so that was really helpful.,I can't think of any.,2021-02-10, Customer Service Representative
1468,5.0,"Current Employee, more than 1 year",A company that cares about you,"Awesome leaders, fun environment, fair pay, great training, and amazing benefits!",From time to time you get angry customers. You gotta kill with kindness and understanding.,2021-01-16, Retail Sales Representative
1469,2.0,"Current Employee, more than 1 year",Retail associate,Money comission no OT regular uniform,They don’t care about you,2021-05-07, Sales Associate
1470,4.0,Current Employee,Best place,Good care and good management,Commissary life balance lose your time,2021-02-19, Inbound Sales Representative
1471,2.0,"Current Employee, more than 3 years",Good place outside of hamilton county IN,Good benefits and lots of time off,David Newson runs off all the good techs and plays favorites.,2021-04-11, Technician
1472,2.0,Current Employee,Great benefits decreased pay over the years,Benefits(insurance and courtesy service discount),"High turn over, unrealistic monthly goals, commission structure changes",2021-04-27, Customer Service Representative
1473,5.0,"Current Employee, more than 10 years",Great company,Accessibility to many applications to do your job.,"A lot of employees, harder to stand out.",2021-02-02, Financial Analyst
1474,5.0,"Current Employee, more than 10 years",Tech,Good pay and benefits 401k stock options,Challenging work environment and metrics,2021-02-10, Comm Tech V
1475,4.0,"Current Employee, more than 10 years",Great place to work,"Amazing opportunities, Always something new!",Huge company and can be political,2021-02-15, Project Manager
1476,4.0,Current Employee,Analyst II,It's a fine work place.,It could probably be better.,2021-02-18, Financial Analyst II
1477,2.0,"Former Employee, more than 3 years",Worst company I have ever worked for,Stock options and quarterly and yearly bonuses,"Poor Management and lacking ethics. They run people into the ground, and have no idea how to manage teams.",2021-03-31, Technical Project Manager
1478,5.0,"Former Employee, more than 5 years",Loved it!,Pay and People were magnificent,Time Off was a little limited,2021-02-15, Manager of Provisioning
1479,4.0,"Current Employee, more than 3 years",Operations Analyst,Great benefits and perks (such as free cable & 6% 401K match),Promotions can be hard to come by and a very all about who you know strategy,2021-01-25, Business Analyst
1480,5.0,"Former Employee, more than 8 years",Great People,"I worked with smart, kind and fun people throughout many departments. Excellent pay & benefits.",You do have to deal with some big company politics but it’s worth it bc they pay well.,2021-01-15, Human Resources Manager
1481,4.0,Current Employee,Great Company,"Good Benefits, Individuality, Team work","Micromanaged, things have gotten a bit tense with",2021-02-14, Advanced Technician
1482,5.0,Current Employee,good,It's really really really good,It's never gone have none,2021-02-18, CommTech3
1483,1.0,Former Employee,Great place,"Great place to work, great benefits",None that I can think of,2021-06-07, Account Executive
1484,4.0,Current Employee,"Overall, great place to work","Discounted cable, good work life balance",On-call schedules are usually really busy depending on what team you're on.,2021-02-03, Engineer
1485,5.0,"Current Employee, more than 1 year",Integrity,"Salary and pay are very good. The benefits are also good. The culture is excellent. They paid us during the Pandemic lockdown, based on our last quarter, even though we did little to no work from home. Employee stock is also very inexpensive.",Sales jobs always fluctuate targets and payouts for products based on the companies earnings.,2020-11-30, Xfinity Sales Professional
1486,4.0,"Former Employee, more than 1 year",Not bad job,good pay good benefits and easy job,retail hours and schedule thats about it,2021-02-10, Retail Sales Consultant
1487,5.0,"Former Employee, less than 1 year",comcast internship,"amazing team, joy to work with","there were no cons, the place was amazing",2021-02-11, Software Developer
1488,3.0,"Former Employee, more than 3 years",Decent But Bureaucratic Company,Good work life balance. Positive experience with other employees,Management ignores developer input sometimes. You might have to fight to get input listened to.,2021-04-15, Software Engineer
1489,3.0,"Former Employee, more than 3 years",Double edged sword,"Decent pay
Good benefits
Free cable
Industry experience","Horrible management
No room to grow
Lack of compassion for employees",2021-04-28, Retention Specialist
1490,4.0,Former Employee,"Amazing Company, great flexibility, field sales is tough","flexibility, fun work environment, autonomy (usually)","can be disorganized, not the best lead quality, you should come to any field sales role (front line or leadership) with some level of previous field sales and business experience",2021-01-04, SMB Manager
1491,5.0,"Current Employee, more than 8 years",Great company to work for,"Compensation, good benefits, vacations and overall culture is very employee oriented",Its like working in a small company and so the culture will depend upon the team but the best part is you can move to another teams.,2021-01-04, Principal Architect
1492,5.0,Current Employee,Good place to work for.,Good benefits and good work life balance.,An always changing tech corporation as to be expected.,2021-02-03, Advanced Services Technician
1493,5.0,Current Employee,Good company to grow,Opportunities to grow throughout the organization,Lack of salary ranges transparency,2021-02-11, Senior Auditor
1494,4.0,"Former Employee, more than 10 years",Decent compensation coupled w/decent workload,Great place to get experience in fields otherwise inaccesssible.,Low pay when compared to similar roles in other industries.,2021-01-31, Network Engineer
1495,3.0,"Former Employee, more than 10 years","""Was"" a good company. Not anymore",Free cable and other discounted services,Another company that cares more about its image than its people,2021-04-18, Operations Supervisor
1496,4.0,"Current Employee, more than 3 years",Great company to work with,high learning curve and stable company,sometime stressful and sometimes too many meetings.,2021-02-08, Software Engineer Level III
1497,5.0,"Current Employee, more than 3 years",GREAT Company,"Benefits, Salary, Work-Life Balance, Management, Remote Work, Diversity and Inclusion",Opportunities slowed during the pandemic,2021-02-08, Senior Consultant
1498,4.0,"Former Employee, more than 3 years",Retention,"no weekends, nice pay, work from home","high stress, too many sales metrics",2021-02-09, Business Account Executive
1499,3.0,"Former Employee, less than 1 year",It’s not the company.,"The environment, the supportive team members, PTO",The customers. Those people are the most disrespectful people you will ever speak to. Most of the time they’re mad at something that is THEIR fault but you have to take it and find a way to be nice to let them know that. The downside to customer service. The customer is not always right. That was my only issue. The customers made the job dreadful so you really have to thick skin and be in a good place to tolerate the foolishness that comes through your headset.,2021-01-12, CE Billing
1500,4.0,"Current Employee, more than 10 years",/,the flexible and location time,the hours and the hours,2021-02-16, Call Center Supervisor
1501,3.0,Current Employee,Review,Given the tools and training to succedd,Unless you are in sales the pay is not that good,2021-04-25, Finance
1502,1.0,"Former Employee, more than 3 years",Not the best long term,"Great Benefits
Great Networking 
Consistent incentives","Commission structure 
Low moral 
Favoritism in workplace",2021-06-02, Retail Sales Professional
1503,5.0,Current Employee,great place to be,awesone pay and i love it,"none, I didnt have any Cons",2021-02-09, Scrum Master
1504,3.0,"Former Employee, more than 8 years",Really complex,Great benefits package for employee and family,Poor salary versus similar positions on other companies,2021-04-14, Sales Manager
1505,5.0,Current Employee,great company,"great company environment, great employee benefits, and great colleagues to work with",nothing i can think of so far,2021-02-03, Analyst
1506,3.0,"Current Employee, more than 5 years",Feels shady,Nice not having someone look over your shoulder while in the field,Policy and rule changes makes it feel like they just don't want to give you a raise. All the blame falls on the field techs and we lack support from corporate.,2021-03-25, Communications Tech
1507,5.0,"Current Employee, more than 1 year",Great Company,"Great leadership, pay, benefits, flex time.",Hire more support on back end sales.,2021-02-11, Sales
1508,4.0,"Current Employee, more than 10 years",Great company to work for.,Great leaders and products. High performing culture. Smart people.,Complex business processes. Slow to make courageous leadership decisions to improve the customer experience.,2021-01-13, Senior Director
1509,5.0,"Former Employee, more than 3 years",Great Place To Work,Great Benefits and Lots of room to work up,Can be difficult to sell products with current trend of add-free streaming,2021-01-27, Sales Associate
1510,4.0,"Current Employee, less than 1 year","Decent, hard",So many benefits. Amazing insurance. Discounted Comcast services. Mileage reimbursement.,Hard work. You have to dedicate your life to sales in order to do well. Stressful,2021-01-25, Territory Sales Representative
1511,4.0,Current Employee,"Decent, growth can be difficult",The company discounts and the people,hard to develop in certain areas of the company,2021-02-04, Program Manager
1512,3.0,"Current Employee, more than 5 years",It’s ok,"Benefits, bonuses, and the discounted cable",Supervisors hate taking supervisor calls,2021-05-01, Customer Service Representative
1513,5.0,"Current Employee, more than 1 year",I Really Like This Place,"Collaborative, Challenging, Solutions Focused, Tech Forward and Exciting","Taxing, Complex, Siloed, Over Scheduled and Distanced",2021-01-21, Human Resources Professional
1514,5.0,Current Employee,I love this place,Everything! They really take care of you,I don't have any complaints,2021-02-08, Saa
1515,5.0,"Current Employee, more than 1 year",Direct Sales of Xfinity Projects,"Coworkers, Benefits, work/life Balance, pay",None that i have come across,2021-02-08, Xfinity Sales Professional (XSP) (DSR)
1516,4.0,Current Employee,Changing Internally For the Better,Post-COVID understanding how valuable remote work is,Management doesn’t understand workload requested,2021-02-09, Administrative Assistant
1517,1.0,"Current Employee, more than 3 years",They cut pay every year for sales,Benefits are great and the pay used to be great until our most recent yearly pay cut now it’s terrible.,They cut the pay for reps every single year and lie to us and say we are going to get paid more.,2021-04-26, Sales Representative
1518,5.0,"Current Employee, less than 1 year",Great Company to work for!! Room for growth and great benefits,"Benefits, 401K, Almost Free Services, Pay is Decent.",Current Employees shouldn’t be training .,2021-01-26, Sales Support Associate
1519,4.0,Current Employee,Great company,they vare about their employees,little pricy but worth it.,2021-02-14," Principal, Video Technologies"
1520,4.0,"Current Employee, more than 8 years",great company t work for,benefits - vacatio/time off - flexibility when needed,constant changes. bad schedules and work hours,2021-01-14, TLC Universal Agent
1521,4.0,"Current Employee, more than 5 years",Great place to work for!,no cap on salary after entry level position,you have to drive your own car,2021-02-04, Direct Sales Professional
1522,4.0,"Current Employee, more than 3 years",Great working environment,The overall work culture is great.,None of significance to mention,2021-02-11, Software Engineer III
1523,4.0,Current Employee,Comcast,Great team. Amazing team thats always there to help you,Insufficient training. Will through you into the fire,2021-02-05, NOC Technician
1524,5.0,"Former Employee, more than 5 years",Amazing company,Wonderful cultural continuous support in all aspects.,Tools were a little challenging,2021-02-10, Enterprise Account Manager
1525,4.0,Current Employee,Good company,I can work Reasonable hours,There is Little advancement potential,2021-02-14, Financial Representative
1526,2.0,"Current Employee, more than 5 years",Not a sales department anymore,Management work from home nothing,Greedy thieves stole commission disgusting,2021-04-28, Sales Associate
1527,4.0,Former Employee,Exciting,Benefits and Earning Potential and Work/Life Balance,Growth advancement Opportunities are tough,2021-02-11, Customer Account Executive
1528,5.0,"Current Employee, more than 1 year",Great people okay products.,"The discounts on cable, internet, and phone is amazing.",Health benefits could be better.,2021-02-03, Software Engineer
1529,5.0,Former Employee,.,"Good benefits, good people, laid back","Poor Processing systems, not organized",2021-02-12, Assistant Store Manager
1530,4.0,"Current Employee, more than 5 years",Like my job,Great experience and good benefits,Everything is good I like working at Comcast in my opinion,2021-01-31, Customer Service Representative
1531,5.0,"Current Employee, more than 1 year",Software Developer at Comcast,Huge network of creative hard working individuals.,Not much clarity into other projects in the company.,2021-01-31, Software Developer
1532,5.0,"Current Employee, more than 5 years",Hard worker just tired of doing the dirty work to watch others advance,"Salary, Compensation, Work from Home, Services provided at huge discount, and Various roles","Advancement, stats don't speak for themselves, it's about who you know not what you know, Information inconsistant, upon going to a different department tenure isn't respected upon receiving new salary.",2020-11-01, Customer Onboarding Specialist
1533,5.0,"Former Employee, more than 1 year",Great Company,"great company, great bosses, awesome team","salary is average, not much growth",2021-02-05, Project Coordinator
1534,3.0,"Former Employee, more than 1 year",Call Center Inbound Sales,Good pay and benefits which include salary plus uncapped commission. Often times there was unlimited OT.,"The were always being adjusted to make it harder to meet monthly goal. This creates burnout and it’s hard to maintain after a while. 70% of the floor had FMLA for intermittent use and the other 30% were new and oblivious to the trick to meeting metrics. For example, the veterans work as many hours as possible and take as many calls as possible the first 2 to 3 weeks and then mysteriously become ill the last week by using their FMLA they don’t incur points because of attendance. In doing this it increases the numbers, thus inflated performance metrics. It’s a major issue so in my opinion the company forces turnover to weed out most of the veterans. By having an ever revolving door of new employees, the company can mold them As though they are minions but eventually the new employees catch on to the tricks and become veterans and so on and so forth.",2020-08-19, Anonymous Employee
1535,5.0,"Current Employee, more than 3 years",all good,"Lots of time off, movement to promote",Bosses breathing down your neck constantly,2021-02-01, Technician
1536,2.0,"Former Employee, more than 1 year",Horrible,Money good. How it’s earned is not,Lack of integrity when dealing with customers and employees,2021-04-26, Manager
1537,5.0,Former Employee,Great company,"Great leadership team
Growth oriented 
Always look towards the future",Not very helpful and proactive in helping senior level people trying to transfer from one division to another.,2021-01-19, Vice President - Controller
1538,4.0,"Current Employee, more than 5 years",Sales Role Review,"Good benefits, work life balance and flexible hours",No room for growth in this role unless you pursue other jobs in other states,2021-01-22, Community Account Representative
1539,5.0,"Current Employee, more than 1 year",Great stepping stone,Ability to move up in the company or into something even greater,Performance and/or ability to grow can be hindered by those around you,2021-01-02, Retail Sales Professional
1540,5.0,Former Employee,Awesome place to work,"Benefits are great, management and coworkers are supportive",None that I can think of,2021-02-03, Customer Service Representative
1541,3.0,"Current Employee, more than 10 years",Average,"Benefits, competitive, stack and rank environment","Work life balance, churn and training",2021-04-29, Supervisor
1542,3.0,Current Employee,Great Company,"Flexibility, upward mobility, advancement opportunities","Customer service, monopoly pricing, too corporate",2021-04-29, Account Manager
1543,5.0,Current Employee,Great company,Solid 401k match and fair compensation,None that I can think of,2021-02-08, Senior Analyst - Marketing
1544,5.0,"Current Employee, more than 10 years",Great Company to work for,"Great leadership, strong commitment from the top down",limited career opportunities since covid which is understandable,2021-01-11, Software Engineer
1545,5.0,Current Employee,best job ever,Absolute best company to work for cheap insurance benefits are over the top amazing,None plenty of opportunity to be promoted,2021-01-24, Tech II
1546,3.0,"Former Employee, more than 5 years","Company Yes, Some managers No",Loved working with different vendors.,Managers have favorites on their teams. Managers that talk inappropriate things that should not be said to your team members. People get away with sexual talk left and right.,2021-03-13, National Account Manager
1547,2.0,Former Employee,They try hard to give the lowest raise possible,When I first started working for Comcast Business in Naperville it was fairly easy to move to another department but after 2 years they changed everything and made it extremely difficult to the point where if you did know and have a good relationship with the right people you will be stagnant.,They make the high raises unattainable so the can give you pennies for an increase.,2021-02-08, Technical Support III
1548,2.0,"Current Employee, more than 3 years",Need thick skin,"Benefits, pay, coworkers, incentives and management",There is a reason they offer free therapy. The verbal abuse you take from customers daily is hard,2021-04-12, Retention Specialist
1549,4.0,Former Employee,Good benefits,As soon as you start your benefits kick in including pto,Training is a waste of tome your really learn once you get out of training.,2021-01-20, Customer Service Representative
1550,1.0,"Former Employee, less than 1 year",Comcast is a very toxic politically motivated environment,Good Work Life Balance was amazing,Toxic environment from Executive Level on down. HR does nothing to assist those who have situations that need assistance.,2021-03-30, Director of Events
1551,3.0,Former Employee,okay place,okay place good pay pto,hours times shifts bids training,2021-04-28, Benefits Advisor
1552,5.0,Current Employee,Great Pay and benefits,"Uncapped commission, discounted services for employees, great products, positive environment",Commission structure changes but it usually does in this industry,2021-01-23, Sales Consultant
1553,4.0,"Former Employee, more than 1 year",Interesting Company,"Good benefits, very diverse crew. GREAT Christmas parties!",Can be a very political place to work.,2021-01-13, Customer Service Representative
1554,3.0,Former Employee,Bulk,"Easy, stable, room to advance",Always changing their scoring metrics,2021-04-29, Customer Service Representative
1555,4.0,Current Employee,Good,"nice pay , work culture",can't really think of anything,2021-02-12, Software QA Engineer
1556,5.0,"Former Employee, more than 3 years",Best company to work for,good benefits/ company takes care the employees,there is nothing to complaint about,2021-02-01, Field Service Technician
1557,4.0,Current Employee,Good,Good company to work for,Tries too hard to be politically correct,2021-02-08, Network Engineer
1558,2.0,"Former Employee, less than 1 year","Big Company, Small Pay",Diverse people and work environment. Good work/life balance.,"For a big company, they didn't pay much and when someone was eligible for a raise, it was about 50 cents. Also not great benefits.",2021-03-19, Data Quality Editor
1559,4.0,"Current Employee, more than 1 year",Good place to learn and Grow,Good Benefits and opportunity to grow if you put in the effort,"Stereotypical big company issues, unmotivated coworkers and policies that enable that behaviour",2021-01-16, Optical Transport Engineer
1560,4.0,"Former Employee, less than 1 year","Great, Can be stressful",work from home and pay is good for part time,Stressful call volume at times and training leaves many things out. have learn most things on your own. sometimes cannot get ahold of help on calls from supervisors,2020-12-28, Customer Service Agent
1561,1.0,Former Employee,"May be a good company, but not to work frontline",Not many. They keep taking things away and adding extra responsibility,Can’t even self medicate at home in a legal state. They will fire you for it.,2021-05-06, Comtech III
1562,3.0,"Former Employee, more than 10 years",More than 10 years as family and then thrown to the curb,The people treat you like family. The benefits are very good. the training is exceptional.,"dealing with upset and hateful customers can drain your life essence. Being a leader can be perilous to your future. They laid dozens of us off without explanation, but not the slacker front line people who would use and abuse fmla",2021-01-14, Customer Loyalty Supervisor
1563,5.0,"Current Employee, more than 5 years",Great company,Great company to work for and grow,Salary can be a little low,2021-02-03, Manager
1564,5.0,Former Employee,Good,Good pay benefits are excellent,"None, they have poor management sometimes they just go by the cookie cutter method",2021-01-28, Retention Account Executive
1565,5.0,Current Employee,Account,Great company great product set,None to name at the moment,2021-02-07, Account Executive
1566,5.0,Current Employee,Great benefits and work culture,"Good work/family balance. 
Good product benefits. 
Positive people.","Big corporation
Job changes and promotions take a long time",2021-01-24, Analyst III
1567,5.0,Current Employee,Good company to work in,A nice place for growth,Can be very demanding at times,2021-02-01, Solutions Architect
1568,3.0,Current Employee,Lots of work low pay,Discounted cable internet free tickets to universal and lots of perks fully remote,"Overworked for the pay, commission structure better in retail stores vs phone, training does not prepare for the actual calls that come through.",2021-03-18, Retention Specialist
1569,5.0,"Former Employee, more than 10 years",Great place to work,Great place to work and grow professionally,Constant change can sometimes cause added stress. The company should work on improving the culture when it comes business changes that affect employees pay.,2021-01-06, Territory Sales Manager
1570,3.0,"Former Employee, more than 1 year",Ok,Performance bonuses for active employees,Management lack of feedback for employees,2021-04-27, Retention Specialist
1571,5.0,"Current Employee, more than 5 years",Great Company with Great Benefits,Great benefits. Good pay. Good on-boarding process.,"Hard to move up, unless you live in Atlanta, Philadelphia or Chicago.",2021-01-20, Account Executive
1572,3.0,"Current Employee, more than 1 year",Beginner Sales Job,Flexibility to work your own schedule,Upward Mobility due to micro management,2021-04-21, Sales Executive
1573,5.0,Current Employee,Good Company,Generous stock bonus program for lower level employees,HQ Location and limited remote working opportunities,2021-01-30, Senior Director
1574,3.0,"Current Employee, more than 1 year",sales,"good pay, great management, good hours","customer support is horrible, not customer oriented",2021-04-24, Sales Associate
1575,5.0,"Current Employee, more than 5 years",great company with a lot of opportunity,"great benefits, good pay, upward mobility",not a clear understanding of what they look for in supervisors and higher posititons,2021-01-07, Customer Service Representative
1576,4.0,Former Employee,Benefits,All the bells and whistles,None I can think of benefits are great,2021-02-04, Account Executive
1577,3.0,Current Employee,all around pretty good,good benefits but pay could be better,very high stress and constantly changing metrics,2021-04-19, Anonymous Employee
1578,5.0,"Former Employee, more than 3 years",Great place to work,I loved working for Comcast! The benefits are really robust and the people are great. Plenty of opportunity for advancement.,Some things take a long time to happen due to the size of the company,2020-12-30, Manager
