,rating,employee_type,review,pros,cons,date,job title
1412,3.0,"Current Employee, less than 1 year",Decent start in career,"- Decent ML knowledge can be gained
- Less work pressure
-",- culture is not that great within the lower level of organization,2021-11-07, Data Scientist
1413,3.0,"Current Employee, less than 1 year",Lots of customer interaction,You get to interact with lots of people,"Certain times can be very stressful, especially when there is a lack of workers",2021-11-07, Cashier
1414,3.0,"Current Employee, more than 1 year",Not bad,They do a good job,They don't care that much,2021-11-10, Job Coach
1415,2.0,"Former Employee, more than 8 years",Job,Good pay plenty of overtime,No work life balance. Long days,2021-11-10, Quality Assurance
1416,4.0,"Former Employee, less than 1 year",Fast paced,"It paid well and they didn’t babysit, or cared about you using your phone. Just asked for the job to get done.
Easy job.
You get a break every two hours","Pretty long labor, but it was manageable",2021-10-04, Overnight Stocker
1417,5.0,"Current Employee, more than 1 year",A very good position,They have a good salary and good people.,Long hours and rude customers.,2021-10-15, Apparel Sales Associate
1418,5.0,"Current Employee, less than 1 year",Really great,Great benefits and flexible hours.,No training in the pharmacy,2021-10-15, Pharmacy Technician
1419,3.0,"Current Employee, less than 1 year",Walmart,Good pay and somewhat easy work,"Boring environment, everyone stays to themselves, other peoples lack of work can get you in trouble.",2021-11-08, WalMart Overnight Stocker
1420,2.0,"Former Employee, more than 3 years",eh,"good pay, easy job if you do what you signed up for","terrible management, makes you do others jobs",2021-11-09, Stocker
1421,3.0,"Current Employee, less than 1 year",Don’t respect if you are sick,Only they give to you good salary,They don’t respect if you are sick.,2021-11-09, Order Fullfilment
1422,3.0,"Current Employee, less than 1 year",Don’t respect if you are sick,Only they give to you good salary,They don’t respect if you are sick.,2021-11-09, Order Fullfilment
1423,5.0,"Current Employee, more than 8 years",Company 1,Good pay for what we do,Can’t get anyone to work,2021-10-17, Team Leader
1424,4.0,"Former Employee, more than 5 years",Fair if part time,"* Great introductory job for those who want to attend school

* Great benefits

* Fairly easy job","*Management can sometimes expect you to do things out of your range to handle a situation

* Not as flexible in hours

* Repetitive Agenda",2021-10-02, Entertainment
1425,5.0,Current Employee,Great,Fun place to work when young,Lunch is too long for me,2021-10-17, Warehouse Worker
1426,4.0,Current Employee,It’s ok,Pto ppto discount insurance flexibility,"Bad management, long hours on your feet",2021-10-17, Cashier
1427,5.0,"Current Employee, more than 10 years",Walmart,Pay is great and bonuses are great,Hrs worked is a lot,2021-10-18, Store Manager
1428,5.0,"Former Employee, more than 1 year",good,the money was good enough,they asked me to work a bunch,2021-10-18, Stockboy/Cashier
1429,4.0,Current Employee,1,flexible to work with family life,equipment shortages to fulfill job,2021-10-18, Digital Procurement
1430,4.0,Current Employee,Good,"Job description 
Management 
Amount of work","Amount for pay
Work environment 
Workers
Commute",2021-10-18, Warehouse Associate
1431,4.0,Former Employee,Walmart task,Good benefits and great hours. They are helpful and willing to work with you if you talk to the right person.,The cons of this job would have to be management. Management is not they're priority and that needs to change.,2021-09-16, Maintenance Technician
1432,1.0,"Former Employee, less than 1 year",Full Time = 8 hours per week,It was easy to get hired.,"""Full Time"" can be as little as 8 hours per week. If you miss a day for a legitimate medical emergency, even with documentation from the ER, management will still harass you and threaten to fire you. Training was insufficient and abusive. I was SCREAMED at by a supervisor for ""wasting time"" rotating inventory, and told to just ""shove the (expletive) wherever it fits, don't worry about expiration dates"". There were too few handheld scanners for all employees to actually get one. Also, this location has a habit of hiring too many new applicants, essentially creating a hostile work environment, where employees are in constant competition with their coworkers in hopes of keeping their job.",2021-09-29, In-Stock Team Member
1433,3.0,Current Employee,It is decent for a first time job,"The only pros that really come with it is if there are people there you can communicate with and have positive attitudes. Otherwise it is a really boring, lengthy and hard labor job. But sometimes you meet customers from all around the world and some really enjoy conversing.",This job can be back breaking and sometimes a real pain. I don't always get equipment I need and I cannot successfully aid any customers when they ask for help. I have worked their long enough that they want me to work full time. However does not give me the desired flexibility to have my Friday and Saturday off to spend with family. It may say it is a family company but really they will work you really hard and sometimes in environments that make you sick and some days I have to struggled to get to such a far away location. The company also did not approve of my transfer request and corporates did little to help and just shut my case down immediately. All in all. Depending on the location it is a decent workspace. Otherwise be prepared for a shocking environment to work in. I have so many reasons as to why I want to leave the company.,2021-10-04, Retail Associate
1434,3.0,"Former Employee, less than 1 year",Job Review,"- Great employees to work with
- Decent benefits
- Flexible shifts
- Wonderful customer service","- Pay does not equal the amount of work
- Rude Managers
- Can be physically and mentally tiring",2021-10-23, Walmart Stocker
1435,3.0,"Former Employee, more than 3 years",No upward mobility,Good choice of technologies stacks,Too much politics. Enough said.,2021-11-11, Staff Software Engineer
1436,2.0,Former Employee,Ok,Schedule you worked what you usually asked for,Pay was not the greatest,2021-11-11, Sales Associate
1437,2.0,"Former Employee, more than 1 year",work,"- very laxed job 
-",- management is not educated on OGP system,2021-11-12, Online Grocery Pickup
1438,5.0,"Current Employee, more than 1 year",Great company,"I am respected as an employee
Great pay and benefits
Free college
Multiple career opportunities","Hard work, short breaks, no a/c",2021-10-13, DC Order Filler
1439,5.0,"Former Employee, less than 1 year",Great First Job,"- Relatable co-workers
- Understanding Management
- Fair Pay
- Diverse","- Lack of Management
- Shifting Hours
- Benefits were lacking",2021-10-14, Sales Associate
1440,5.0,Former Employee,I want to be a sales associate,stocking my area in a timely manner,going into a not organized warehouse,2021-10-14, Apparel Associate
1441,2.0,Current Employee,?,its semi-easy and i love my coworkers they are like family. I also love helping the customers out and seeing a big smile on their face.,the management is awful. They talk to you like your a child and gossip about their employees to other associates.,2021-10-30, Remote Customer Service Representative
1442,2.0,Current Employee,?,its semi-easy and i love my coworkers they are like family. I also love helping the customers out and seeing a big smile on their face.,the management is awful. They talk to you like your a child and gossip about their employees to other associates.,2021-10-30, Remote Customer Service Representative
1443,1.0,Current Employee,Worst Place Ever!!!,Ha! What a joke... None.,"You do so much for little money. Meanwhile, others barely work aka the brown noses (low ranking workers who kiss top ones behind and more chat than work). The top ones (leads, managers, etc) don't work. Actually, correction: they work when someone with a higher position is around. Otherwise, they stroll around the store (hey! It's not a park btw) chatting with other lazy/entitled coworkers. The top ones will yell at you, snap at you, demand that you do everything super fast, but in front of customers they're nice and sweet. What a bunch of fake people!! Oh, and there are a lot of gossip, intrigues, back stabbing, name calling and loads, loads, LOADS of control. Btw, the top ones instead of working can also be watching you through the dozens of cameras instead of actually working.
Oh, and there's this little room where the top ones want to talk (snap at you) when they're not satisfied with you. Since they love intimidation and control, they don't do that in front of others. They take you to this room with no cameras btw. So they can abuse you as much as they can with lots of gaslighting, lies, more yelling, aggressive body language, etc. That place is disgusting!!!!!",2021-08-04, Anonymous Employee
1444,5.0,"Former Employee, more than 1 year",Yes,Ok health insurance for the pay,Not a great working energy,2021-10-14, Sales Associate/Cashier
1445,3.0,Current Employee,Front end team lead,Possibilities for growth and development,"Understaffed, no management support and low morale.",2021-11-10, Manager
1446,3.0,"Current Employee, more than 1 year",Ok but stressful,Pays well but ridiculous workload,Not enough people to complete basic process and special projects,2021-11-08, Team Lead
1447,2.0,"Former Employee, more than 3 years",Ok,Picked up many soft skills that I’ve transferred to other jobs,"Overworked, high turnaround, little room for moving up",2021-11-09, Sales Associate/Cashier
1448,5.0,Current Employee,Great Company,They care about you! Great benefits!,"Mandatory overtime, special during the holidays.",2021-10-16, Walmart Warehouse Associate
1449,4.0,"Current Employee, more than 1 year",OKay,Good for right out of highschool,"management
pay doesnt seem worth it sometimes",2021-10-18, Walmart Online Grocery Pickup
1450,5.0,"Current Employee, more than 3 years",Great Company,"Culture, Diversity, Inclusion, Career Development.",There are not many cons.,2021-10-18, Manager
1451,4.0,"Current Employee, less than 1 year",Walmart,Everything you need from work,Rough customers treat you badly,2021-10-18, Greeter
1452,4.0,"Current Employee, less than 1 year",Walmart,Everything you need from work,Rough customers treat you badly,2021-10-18, Greeter
1453,1.0,"Former Employee, more than 3 years",Volatile & Toxic Work Environment,It was a pay check.,"Micromanagement, overly worked, favoritism, cronyism, nepotism, back stabbing management.",2021-11-14, Personal Shopper
1454,2.0,"Current Employee, more than 5 years","Solid work, less solid structure","Good money, easy job, solid work","Disorganized, lack of communication, lack of clear guidelines",2021-11-04, WalMart Overnight Stocker
1455,4.0,Former Employee,A very good first job,"- Good pay
- Excellent benefits
- Friendly and helpful coworkers","- Very disorganized location
- Some days I was alone in my department
- Each day ranges from too easy to very stressful",2021-10-05, Inventory Control Specialist/Food Sales Associate
1456,4.0,"Current Employee, less than 1 year",Overall Decent Company,"Many benefits such as free schooling, hour lunch and 2 15 minute breaks.",Very strict on coming in on a timely basis and don't like the points system.,2021-10-05, Deli/Bakery Associate
1457,4.0,Current Employee,Not for everyone,Great place to work. Real world application.,Managers do not care about software quality or rewarding achievers.,2021-10-10, Lead Software Engineer
1458,5.0,"Former Employee, more than 5 years","Cashier, customer service",I enjoyed working at Walmart I was a very hard worker I was dedicated to the customer I just had to move away from where I was I love working with people,If you like working at Walmart you would love working with people and you would love to go into work because people everyday,2021-09-20, Guest Service Team Member - Cashier
1459,5.0,Current Employee,hey,cool and nice and fun,yeah and yeah and yeah,2021-10-12, Anonymous Employee
1460,3.0,Former Employee,"It was bad, but it could be because of management",Discount was decent. Guaranteed 40 hours,"Management was terrible, work expectations didn’t change even when several team members call out.",2021-11-03, Overnight Stocker
1461,5.0,Former Employee,Work,Money was good and easy job,People in the job don’t like to help when possible,2021-10-15, Technician
1462,5.0,Current Employee,Feet killer,Will loose weight very quickly,Long hours varying schedule no AC,2021-10-16, Order Filler
1463,4.0,"Former Employee, less than 1 year",good place to work,Flexible hours and good pay,unorganized tasks and tedious work,2021-10-17, Cashier
1464,5.0,"Former Employee, less than 1 year",Walmart,Work family is great teamwork,Benefits are not the best,2021-10-17, Sales Associate/Cashier
1465,2.0,"Former Employee, more than 10 years",Direction Forced By Politics Rather Than The Right Thing To Do,"Good Bonus (if achieved)
Restricted Stock Options
You'll gain a good understanding of retail
Opportunities are there if you fit the profile","Leadership don't have direction, and you could find yourself with nothing to do for the first 6 months of the year while they are still confirming budgets.
Don't expect praise for good work but expect to be hauled up for the slightest problem
People in technology are looked down on from people in business, and can sometimes put a team together just to take credit for your work and interfere
Evals are pointless as your grade is based on a political discussion, not what you actually achieve
Too focused on qualifications rather than the actual ability to do the job",2021-08-18, Senior Product Owner
1466,4.0,Current Employee,Working full time in ogp,Stay moving around which makes time go by fast,"Dealing with lifting heavy stuff at times , a lot of orders drop in at once",2021-10-05, Personal Shopper/OGP
1467,2.0,"Current Employee, more than 3 years","Good place to learn investigations, but you'll burn out quickly with shoplifters","Good pay, good benefits, with good management you'll do well","In the wrong store Managers come and go so fast nobody remembers the good things you've done. New managers think they know everything but know nothing and it takes months before they realize it and things finally get better. They will bleed you dry mentally, and physically",2021-10-05, Asset Protection Associate
1468,5.0,Current Employee,"""FAST PACED & PASSIONATE WORER""","SCHEDULES THEY HAVE IS WHAT DRAWED ME IN.
Its an environment where everyone is required to do their part.
The pay is great aswell as the benefits & perks that surpass what most companies around this area offer.",Lots of walking & very Dusty (but thats to be expected with any warehouse thats been around a long time),2021-09-10, Break Pack Sorter
1469,4.0,"Former Employee, less than 1 year",Member,The people that worked there were pretty cool,"If you actually do your job and aren't lazy, the managers will expect more from you",2021-10-10, Sales Associate
1470,4.0,"Current Employee, less than 1 year",Great Opportunity,Walmart is a great place for college students to work because they will form your work schedule around your classes.,The lunch period is not included as part of work hours. You must be there for nine hours in order to get a full shift.,2021-09-24, Digital Shopper
1471,3.0,"Former Employee, more than 10 years",Don't promote,"Good benefits, pay is good but not worth it unless you're a masochist.","Hours are whatever you're told, no work life balance. Don't worry about all of that PTO because its going to be denied.",2021-11-02, Assistant Manager
1472,3.0,"Former Employee, more than 10 years",Don't promote,"Good benefits, pay is good but not worth it unless you're a masochist.","Hours are whatever you're told, no work life balance. Don't worry about all of that PTO because its going to be denied.",2021-11-02, Assistant Manager
1473,3.0,"Former Employee, more than 3 years",Corporate doesn't care about people,"I liked working at Walmart for quite a while. But, corporate really ruined it. They only care about the dollar signs, not so much about their employees or their customers.",Company just wants to make a buck,2021-10-31, Pharmacy Technician
1474,5.0,"Current Employee, more than 1 year",It's the best business in the world,I can go everyday to do my job,Nothing all is good in this job,2021-10-12, Territory Sales Manager
1475,3.0,"Current Employee, more than 1 year",Walmart was just decent.,"Friendly Staff, Keeps store clean, Low prices, Additional Business to Areas","Management doesn't seem to care about their employees, Unorganized for front end staff, Doesn't supply water for the cart pushers ""They told us to go to the back and use the water fountain which is time-wasting"".",2021-09-17, Cart Pusher
1476,4.0,"Former Employee, less than 1 year",Exactly what you'd expect.,"Benefits for full time, usually have friendly staff, clean facilities.","Rude managers, randomized hours, working through holidays.",2021-10-12, Front End Cashier
1477,4.0,"Former Employee, less than 1 year",Bonous pay,They are pretty good with bonus pay and you can advance quickly,They dont give you a start discount,2021-10-12, Sales Floor Associate
1478,4.0,Former Employee,Not bad,co-workers are really nice and willing to help,The App that employee uses not that good and feel outdated,2021-10-12, Anonymous Employee
1479,5.0,"Former Employee, more than 1 year",great company benefits,You can retire and helping out at the same time,Busy very very busy 🙂,2021-10-13, Sales Associate/Cashier
1480,4.0,"Former Employee, more than 1 year",No more Department Managers,Only job I could get during pandemic,So many changes pulled in so many different directions,2021-10-08, Department Manager
1481,2.0,Current Employee,Cashier,Excellent working hours all the time,Unpaid staff working Lot time,2021-11-12, Cashier
1482,3.0,Current Employee,RXM,Support staff from market leader,Corporate initiatives and unrealistic expectations,2021-11-12, Pharmacist
1483,3.0,"Current Employee, more than 3 years",Draining,Bonus and PTO if u get it,No life and it’s like you have to negotiate time off,2021-11-03, Coach
1484,4.0,"Current Employee, more than 10 years",It's a corporate world,"Good pay
Decent benefits 
Good hours
Overtime available at times","Management makes the store. So when you have a good team of salaried managers, things run well. When you have ones that play favorites, and they overrun the good ones .... things can suck.",2021-09-23, Digital Team Lead
1485,2.0,"Former Employee, more than 1 year",Bad management,Good pay and decent hours,Bad work environment and Micromanaging,2021-11-10, Personal Shopper/OGP
1486,3.0,Current Employee,It’s Okay,Not much responsibility. Chill job,Manual labor for most of the night,2021-11-10, Overnight Stocker
1487,4.0,"Current Employee, more than 10 years",Walmart Employment,"Innovative 
Excellent career growth potential
Excellent benefits
Fast paced environment",Hours can be very long,2021-10-15, Academy Coach
1488,5.0,Former Employee,Great benefits,Hard work but great benefits,A lot of work with minimal time,2021-10-16, Pharmacist
1489,3.0,"Former Employee, less than 1 year",Okay job,Has okay Benefits and pay,Schedules always changed and had to be good with management,2021-11-09, Hardlines Team Member
1490,2.0,Former Employee,Low pay,I honestly don’t have any pros,They expect you to work long hours with low pay.,2021-11-10, Front End Cashier
1491,5.0,Former Employee,Satisfied,Team work is valuable & respected,"No set schedule, constantly changing",2021-10-16, Sales Associate
1492,4.0,"Current Employee, more than 5 years",Walmart is actually a good company to work for if you do your part as a good employee.,"Full time has great benefits. (Health insurance, 401k, discounted schooling classes)
The company prefers timeliness to ensure your correct compensation in breaks and meals","Leadship is hit or miss with someone who will work with your NEEDS not wants.
Teamwork is essential even when no one gets along.",2021-09-09, Anonymous Employee
1493,4.0,Former Employee,It was okay,"-Fun and Easy Work
-Good management
-Great pay-to-workload ratio
-Fast-paced","-Sometimes stressful due to fast pace
-Leg fatigue from standing for longer periods of time",2021-10-10, Student
1494,4.0,"Current Employee, more than 1 year",Basics,Good company to work for.,Can be pulled from one task to another constantly by other managers,2021-10-06, Food and Consumables Team Associate
1495,4.0,"Current Employee, less than 1 year",Worked at Walmart distribution center,"Good pay, good benefits,room for advancement",Extremely demanding work physical and mentaly,2021-10-11, Order Filler
1496,2.0,Former Employee,Good buuut..,Great people to work with on the base associate level,"Management picks favorites, Heavily so.. If you don't suck up to them they more or less bully you and you have to walk on thin ice. Yet if you suck up to them they let you get away with literally anything, Not doing your job, Missing weeks and weeks for work with no punishment and so on. The management is overly corrupt in this matter.",2021-09-27, Currently Unemployed And Seeking Work
1497,4.0,"Current Employee, more than 1 year",Team Lead Position,Benefits - Fully paid college degree,Under staffed on overnight shift. Day shift left to complete stocking,2021-10-12, Team Lead
1498,4.0,"Current Employee, more than 3 years",Stable,lots of freedom during your day to do what you want to get done,walmart politics can cause stress.,2021-10-13, Asset Protection Associate
1499,1.0,Former Employee,do not reccomend,don't expect any raises ever.,"very bad management, licking paint would be better",2021-11-18, Cashier
1500,2.0,"Current Employee, more than 1 year","Great Pay, Horrible Job",The pay is wonderful. Overtime is available. No customers overnight.,The management is useless and does not care about you at all.,2021-11-07, Overnight Stocker
1501,5.0,Current Employee,Good place to start.,"-Flexible hours
-Good Benifits
-Good Pay
-Loose dress code","-Perferred to work in 4 hour blocks
-Customers",2021-10-13, Part Time Cashier
1502,4.0,Current Employee,They money might not be worth it,Good pay and good benefits,Long hrs employees Are very rude,2021-10-13, Assistant Manager
1503,5.0,Former Employee,I don't know,"Very friendly, flexible work days, good pay.","None that I can think of, honestly.",2021-10-14, Cashier
1504,5.0,"Current Employee, more than 3 years",Cashier,"Benefits, good hours, good promotion",You never just work one department,2021-10-14, Cashier
1505,4.0,"Current Employee, less than 1 year",Good Work life Balance,"Very chill, easy work and life balance.",Can get a little boring.,2021-10-15, Anonymous Employee
1506,4.0,"Former Employee, more than 1 year",aaa,Walmart sells products at lower prices than other retailers. Shopping in the store will save you a lot of money. This chain of stores is known for the low prices of products and other retailers can’t compete with them.,Walmart does not support their employees’ and most of the time they’re mistreated. The employees’ purpose is to fit into the philosophy and the corporation is only concerned about itself,2021-08-18, Sales Associate
1507,3.0,Current Employee,Typical,hands on management and team leads,It has it's ups and downs,2021-11-10, Walmart Online Grocery Pickup
1508,3.0,Current Employee,Gross managers,Fun Easy Good starting job,"Bad Management, Get blamed for nothing",2021-11-10, Personal Shopper
1509,3.0,"Current Employee, more than 1 year",Very Physical,fast paced and flexible hours,not worth it for the pay,2021-11-10, Personal Shopper
1510,3.0,"Former Employee, less than 1 year",OK,Pay is competitive for are,"Management, left a lot to be desired",2021-11-11, Maintenance Supervisor
1511,4.0,Former Employee,Working at Walmart as a stocker is a very fast paced job. You are expected to be done stocking by a certain time.,"Good Pay
Discounts
Good Exercise
Protected Paid Time Off","Stressful
Fast-Paced
No discounts for six months",2021-10-04, Stocker
1512,5.0,Current Employee,Good,Good teamwork and excelent team,Long hours but irs cab be managle,2021-10-15, Sales Advisor
1513,1.0,"Former Employee, more than 1 year",DO NOT WORK FOR THEM UNLESS YOU HATE YOURSELF,Literally the only good thing is the pay rate at this point,They will ask you to do more than what you're getting paid to do just because they are your bosses and corporate 100% does not care about you like the little training videos make you believe. This place will drain you mentally just as much as it will physically.,2021-10-15, Front End Cashier
1514,5.0,"Current Employee, less than 1 year",Cashier experience,"Very clean
Great environment
Got paid well","Rude attitudes
Low Maintenance 
Not organized",2021-10-15, Part Time Cashier
1515,4.0,"Former Employee, more than 1 year",Job,Breaks Benefits One hour lunch Experience Uniforms,"Management
Rate
Everything is on a rush basis",2021-10-16, E-commerce
1516,3.0,"Former Employee, less than 1 year",People are mean,Great hours if you like working at night.,Some people try to attack you because they don't get what they want. They try to get you fired for the smallest things. I've had complaints about me being rude and not smiling enough (Im wearing a mask) The public wants you to treat them like royalty.,2021-10-16, Front End Cashier
1517,4.0,Current Employee,"Honestly, pretty good.","Great pay, Awesome benefits, A lot of personal time, great opportunities to move up, ability to move and be flexible that way.","You are salaried so sometimes there are long days, weird schedules, but it’s really based on where you are.",2021-09-28, Digital Coach
1518,1.0,Current Employee,Declining Management,Great pay for doing the bare minimum,"50+ hours a week
Retail management
Hourly associates make more",2021-11-16, Assistant Manager
1519,5.0,"Current Employee, more than 1 year",Busy,Pay benefits pay insurance employees,Lunch time clock brakes been,2021-10-16, Area Manager
1520,5.0,Current Employee,Pay,Decent pay super nice people,The point system sucks lol,2021-10-16, Overnight Stocker
1521,2.0,Former Employee,Awful,Nothing really good about this company.,"Will schedule outside of availability, it's pulling teeth to get someone to fix it for you. Customers are rude but management is even ruder.",2021-11-04, Front End Cashier
1522,1.0,Former Employee,"Loved job, horrible management",Freedom to walk and dress how you want,"Bad pay for dangerous job, Easily terminated for anything, Bad management, Walmart will not defend you if comes down to it.",2021-11-05, Asset Protection Associate
1523,5.0,"Former Employee, more than 8 years",Amazing,Flexibility - they don't care so you never have to show up if you don't want to,It is a good gig until they fire you for not showing up.,2021-10-06, Stock Associate
1524,5.0,"Current Employee, more than 3 years",Bakery,Paid weekly and one hour lunch break protected pto,Point system no set schedule no overtime only 35 hours a week,2021-10-11, Bakery Associate
1525,4.0,Current Employee,Walmart Cashier,Easy work and simple tasks,Annoying customer who take up a lot of time,2021-10-11, Sales Associate/Cashier
1526,1.0,"Former Employee, more than 1 year",Garbage,"Terrible company with nothing to recommend it. Everyone is hiring, go work anywhere else",It literally only comes with cons,2021-11-15, Customer Service Representative (CSR)
1527,3.0,"Former Employee, more than 10 years",A double edged sword.,"-I grew as a person and as a leader while being here, and enjoyed developing associates.
-Good pay and benefits in management positions, especially considering I never actually completed college.
-Working in a store gives those of us who are there a tactical advantage during times like Covid, and the ice storm in TX, allowing us to provide ourselves and our families with the things we need.","-Leadership higher than store management tends to be bureaucratic, out of touch, and not all on the same page.
-No work/life balance for management. I voluntarily left after 15 years due to mental health. (WM is not all to blame, I had/have other things going on concurrently in my personal life that never got resolved because I had to only work.)
-No reward or validation for going above and beyond. This depends on the store manager, though. I have had good ones that did recognize, but the past couple years, at best, all we got was thank you, exactly once a year at evaluation time. And everybody got it, even the sucky managers with ugly departments and unhappy associates.
-While there are plenty of customers who are just normal people like you and me, a lot of them are absolute abominations to society.",2021-06-06, Assistant Manager/Coach
1528,4.0,"Former Employee, less than 1 year",Coworkers make it worth it.,"Job is easy, so many nice coworkers.","Bad training, terrible management, working it hot weather",2021-10-07, Personal Shopper/OGP
1529,5.0,"Former Employee, more than 1 year",Work,I was going live in Ardmore because I work there at Walmart there,Is best thing work for Walmart is best benefit,2021-10-08, Janitor
1530,4.0,"Current Employee, less than 1 year",Good pay,The pay is amazing starting at $14-17 an hour.,During the holidays it gets crazy.,2021-10-13, Online Grocery Pickup Associate
1531,4.0,"Current Employee, less than 1 year",Worked at the front,Constantly something to do throughout the day,Not always good interactions with customers,2021-10-13, Cashier
1532,4.0,"Current Employee, less than 1 year",Worked at the front,Constantly something to do throughout the day,Not always good interactions with customers,2021-10-13, Cashier
1533,5.0,Former Employee,Awdsome,Very good structure and job is reliable,The feedback given to leadership doesn’t really matter,2021-10-14, Customer Service Associate
1534,2.0,"Former Employee, less than 1 year",Never again,i met some cool people and gained work experience as this was my first job.,"The management are life-sucking, homophobic, creatins. do not recommend.",2021-11-03, Cashier
1535,3.0,"Former Employee, more than 8 years",OK,The Benefits are really good,Being responsible for other people work.,2021-11-10, FPC
1536,3.0,"Former Employee, less than 1 year",Ok,Pay was ok i guess,"Management messy, and co wprkers",2021-11-10, Stocker
1537,5.0,"Current Employee, less than 1 year",Deli,Easy job for new workers,Sedgwick insurance company is bad,2021-10-15, Associate
1538,5.0,Current Employee,My experience,Get to interact with people,When the day is slow,2021-10-15, Sales Associate/Cashier
1539,3.0,Former Employee,Not the best job,"Decent pay for a summer job
Easy job","Bad environment
Managers were not nice at all",2021-11-08, Sales Associate
1540,3.0,Current Employee,customer service rep,"flexibility, easy transfer to various departments",the pay is minimal and unrealistic to live on,2021-11-09, Customer Service Representative
1541,3.0,Former Employee,Walmart,Got payed consistently and met people i liked.,very hard hours and hard work.,2021-11-09, Student
1542,3.0,"Former Employee, less than 1 year",loved it!,flexible work hours most times,not flexibnke work hours ugh,2021-11-09, Manager
1543,3.0,"Current Employee, more than 3 years",N/A,"1,000 pay check every 2 weeks","Gossip, don’t care about the workers, point system",2021-11-10, Anonymous Employee
1544,4.0,"Current Employee, more than 5 years",Growth Opportunities with Work-Life Balance,Excellent benefits. Challenging scalable projects. Significant growth opportunities. Adaptable leadership.,Ambiguity in work at times. Some bureaucracy to deal with as with any large company. Tough to negotiate salary increases once locked in.,2021-10-01, Senior Manager II
1545,1.0,"Former Employee, more than 1 year",You can never do enough,"Profit sharing is good, benefits are ok unless you have to use the ER",80 hour work week during Black Friday. Always work holidays and weekends and never a set schedule. Work mornings one day and evenings the next,2021-10-27, Walmart Assistant Manager
1546,4.0,"Former Employee, more than 8 years","Entry level, potential to advance if you apply yourself.",Good pay. Opportunity to grow.,Poor communication and too much micro managing,2021-10-10, Assistant Manager
1547,3.0,"Current Employee, more than 1 year",How it was like working there,It's nice if you have a routine,Managers have terrible communication toward everyone except other managers,2021-11-05, Retail Sales Associate
1548,4.0,Current Employee,I imagine this job varies highly based on location,"Training/advancement opportunities are good if starting out from nothing 
Hour long lunches 
Pretty flexible schedule",Walmart systems are badly constructed and implemented,2021-10-05, Pharmacy Technician
1549,5.0,"Current Employee, more than 1 year",Sucks,Best pay in the business haha a joke really for the hard work I put,Sucks to work here at Walmart the management just sucks,2021-10-06, Auto Technician
1550,5.0,Current Employee,great,"i had fluent conversation
nice staff 
got the money i worked for 
clean environment 
great conditioning","bad
smelly
horrible verbal
things 
it smelled horrible",2021-10-10, Meat/Produce Associate
1551,5.0,Current Employee,Yeah,It’s a great place to work.,"With everything going on, there is a lot of tasks and not enough people.",2021-10-10, Stocker
1552,5.0,"Former Employee, more than 1 year",Employees treatment,They have some really nice caring employees and bosses. Ok benefits for part time.,Sometimes they can be disrespectful,2021-10-11, Customer Service Associate
1553,2.0,Former Employee,don't recommend,"high pay, paid training, PTO for full time employees","PTO only accessible for PT employees after 3 years, management is horrible, no real regard for your availability, they do not seem to care about their employees health/well being",2021-11-01, Fresh Production Associate
1554,4.0,"Former Employee, more than 1 year",Okay job,"Meeting new people
Discount card
Health insurance
Fast paced work environment","Scheduling
Pay
Time flies by
Stressful at times
Lazy employees at times
Rude customers at times

You have to wait for a long time before you can retake your assessment if you fail.",2021-09-02, Cart Associate
1555,2.0,"Current Employee, more than 1 year",Terrible,"You can commiserate with your co-workers all day because there is never a supervisor/team lead/manager around! Oh, and the pay is more than minimum wage.",Literally everything. The store is always a mess and sometimes a trip hazard for employees and customers. Constantly short-staffed. They can never get schedules right. Nobody is ever around when you have questions or upset customers. The managers are mostly buddy-buddy (there are a few that actually do their jobs) and refuse to hold each other accountable. Just awful and unprofessional.,2021-09-22, Undisclosed
1556,1.0,"Former Employee, less than 1 year",No Fulltime,Nothing good here see the con,Hired as part-time work like full-time,2021-11-18, Mantenance
1557,4.0,"Former Employee, more than 1 year",Pretty good job,Checks was fat guaranteed 40 hrs unless business slow then 35 minimum,Early morning 4am shifts with only one other co worker and a 5-8 pallets stacked as tall as the door ways every single morning,2021-09-30, Meat/Produce Associate
1558,5.0,Current Employee,Walmart has been very good to me,"Great Benefits
Room for advancement
Will pay for college degree
Stock options","High volume, fast paced, demanding work environment.",2021-09-05, Team Lead
1559,3.0,"Former Employee, less than 1 year",Supervisor was debauchery,"Coworkers were friendly and helpful but it was quite like high school. Very ""clique"" - ish.","After only 1 day of training, after being told it would be 2 weeks, my supervisor told me, "" People would like me better if I worked faster. "" Wow.",2021-10-14, Shelf Stocker
1560,1.0,Former Employee,Sucks,"Part time is great
Good working environment 
Reasonable call outs","Never have employees 
The people they hire never want to work
Lazy peopel",2021-11-16, Apparel Sales Associate
1561,2.0,"Current Employee, more than 1 year",It’s ok,Convenient commute to work and great location,Could be a little more organized with shift scheduling,2021-11-08, Sales Associate/Cashier
1562,3.0,Current Employee,Solid,Career based job with options available,Competitive location with the company to grow,2021-11-09, Assistant Manager
1563,2.0,Current Employee,dont work,very harsh work environment and high pace,they do not pay a lot,2021-11-10, Anonymous Employee
1564,4.0,Current Employee,Fair Work for Fair Pay,Flexible hours with company vehicle.,Limited opportunities for advancement in current field.,2021-10-02, Fire Alarm Tech
